epoch,accuracy,loss,val_accuracy,val_loss
0,0.8791206479072571,0.3726116120815277,0.9495049715042114,0.12142269313335419
1,0.9512612223625183,0.14831121265888214,0.958145797252655,0.11279354244470596
2,0.9592043161392212,0.12132199853658676,0.9484248161315918,0.11990052461624146
3,0.9676874876022339,0.09839857369661331,0.976327657699585,0.06372079253196716
4,0.9706802368164062,0.08748000860214233,0.979837954044342,0.04985014721751213
5,0.973042905330658,0.08309566229581833,0.9753375053405762,0.063449926674366
6,0.9740779995918274,0.07552161812782288,0.9783978462219238,0.05861152708530426
7,0.9749780893325806,0.07864337414503098,0.972907304763794,0.0709243193268776
8,0.9738079905509949,0.08139536529779434,0.9805580377578735,0.05287409573793411
9,0.9772957563400269,0.0660945475101471,0.9790279269218445,0.056341804563999176
10,0.9777233004570007,0.07028479129076004,0.981278121471405,0.04708018898963928
11,0.9795458912849426,0.06088772416114807,0.9823582172393799,0.04742440953850746
12,0.979365885257721,0.06319765746593475,0.9820882081985474,0.05039643868803978
13,0.9807835221290588,0.05970677360892296,0.9821782112121582,0.04757024720311165
14,0.982223629951477,0.05495903640985489,0.9831683039665222,0.044565048068761826
15,0.9826061725616455,0.05490342527627945,0.9843384623527527,0.04459930583834648
16,0.9794334173202515,0.06714978814125061,0.9808281064033508,0.05392688512802124
17,0.9833711981773376,0.05202246084809303,0.9840683937072754,0.04192475602030754
18,0.9816160798072815,0.05638277903199196,0.9828982949256897,0.04886109381914139
19,0.9857788681983948,0.045240722596645355,0.9841583967208862,0.04557742178440094
20,0.9852163791656494,0.04864342883229256,0.9833483099937439,0.05220082029700279
21,0.9839562773704529,0.053111158311367035,0.9819082021713257,0.053842611610889435
22,0.983866274356842,0.0515577532351017,0.9846084713935852,0.05032883584499359
23,0.9849688410758972,0.04912542551755905,0.9766876697540283,0.10037308931350708
24,0.9841137528419495,0.05411522835493088,0.986138641834259,0.047144368290901184
25,0.9878490567207336,0.03930797055363655,0.984698474407196,0.047739800065755844
26,0.9886141419410706,0.03780606761574745,0.9836183786392212,0.0625414028763771
27,0.9861164093017578,0.04944653809070587,0.9867686629295349,0.04974057525396347
28,0.9925069212913513,0.023519247770309448,0.9864986538887024,0.04959176108241081
29,0.9941495656967163,0.01861451007425785,0.9873987436294556,0.04841725155711174
30,0.9944870471954346,0.017205359414219856,0.9869486689567566,0.04868503659963608
31,0.994217038154602,0.01944347284734249,0.9867686629295349,0.054311592131853104
32,0.9946221113204956,0.016341432929039,0.9873087406158447,0.04551426321268082
33,0.9956796765327454,0.013865298591554165,0.9873087406158447,0.053468141704797745
34,0.995522141456604,0.014845439232885838,0.9873087406158447,0.049280714243650436
35,0.9947121143341064,0.01785440370440483,0.9863186478614807,0.057591769844293594
36,0.9948245882987976,0.017353322356939316,0.986138641834259,0.06742986291646957
37,0.9960396885871887,0.012918581254780293,0.987128734588623,0.06548905372619629
38,0.9971197843551636,0.009349721483886242,0.9877587556838989,0.05283217504620552
39,0.9976598024368286,0.0069043622352182865,0.9876687526702881,0.05849441885948181
40,0.9978848099708557,0.006155544891953468,0.9874887466430664,0.06238747760653496
41,0.9980423450469971,0.005228235851973295,0.9874887466430664,0.0645856186747551
42,0.9986048936843872,0.00468800961971283,0.9874887466430664,0.07188404351472855
43,0.9981323480606079,0.005655941087752581,0.9875787496566772,0.06887620687484741
44,0.998154878616333,0.006068899296224117,0.9867686629295349,0.07009788602590561
45,0.9980423450469971,0.007159542758017778,0.9876687526702881,0.059089332818984985
46,0.9984023571014404,0.005200270563364029,0.9877587556838989,0.06421129405498505
47,0.9981998801231384,0.005603223107755184,0.9873087406158447,0.06662257015705109
48,0.999009907245636,0.0037445002235472202,0.9876687526702881,0.06526149064302444
49,0.9987174272537231,0.0032101431861519814,0.9877587556838989,0.06765337288379669
50,0.9990999102592468,0.0029679115395992994,0.9878487586975098,0.07033512741327286
51,0.9987398982048035,0.003612243104726076,0.9873087406158447,0.06998836249113083
52,0.9991224408149719,0.0030195568688213825,0.9876687526702881,0.07555686682462692
53,0.9990999102592468,0.002640546765178442,0.9874887466430664,0.07421202212572098
54,0.9991449117660522,0.0025719194673001766,0.9877587556838989,0.07715242356061935
55,0.9991449117660522,0.00257442076690495,0.9876687526702881,0.07815320044755936
56,0.9994374513626099,0.0026055672205984592,0.9873087406158447,0.08226627856492996
57,0.9989874362945557,0.002929131267592311,0.9870387315750122,0.07155141234397888
58,0.9995049834251404,0.001656842534430325,0.987128734588623,0.0794089138507843
59,0.9994824528694153,0.0013574265176430345,0.9880288243293762,0.08064234256744385
60,0.9993699789047241,0.001665689516812563,0.9880288243293762,0.08467501401901245
61,0.9995949864387512,0.0012422422878444195,0.9882988333702087,0.08642331510782242
62,0.9994824528694153,0.0015447486657649279,0.9880288243293762,0.08665640652179718
63,0.9995724558830261,0.0013841405743733048,0.9876687526702881,0.08391375839710236
64,0.999459981918335,0.001565307378768921,0.9878487586975098,0.08719828724861145
65,0.9996174573898315,0.0015810198383405805,0.9882988333702087,0.0839327722787857
66,0.9995499849319458,0.0013494663871824741,0.9881188273429871,0.08035143464803696
67,0.9993924498558044,0.0016165530541911721,0.9878487586975098,0.08340856432914734
