epoch,accuracy,loss,val_accuracy,val_loss
0,0.9235150814056396,0.2330947369337082,0.993164598941803,0.01617562025785446
1,0.9941189289093018,0.018355196341872215,0.9992610216140747,0.0025033310521394014
2,0.9923946261405945,0.02761813811957836,0.9989839196205139,0.0028646672144532204
3,0.9956277012825012,0.020905928686261177,0.9998152852058411,0.0004154502530582249
4,0.9943036437034607,0.029755329713225365,0.9995381236076355,0.00151552923489362
5,0.9961819052696228,0.014712237752974033,0.9997228980064392,0.0005827709683217108
6,0.9951658248901367,0.026416359469294548,0.97930908203125,0.08657652139663696
7,0.9955968856811523,0.04384378343820572,0.996489942073822,0.009990322403609753
8,0.9941496849060059,0.04411341995000839,0.9997228980064392,0.004491092171519995
9,0.9971056580543518,0.02538973279297352,0.9993534088134766,0.003169500734657049
10,0.9967361688613892,0.03798234462738037,1.0,8.637685095891356e-05
11,0.9989839196205139,0.006043556611984968,1.0,0.0001287040504394099
12,0.9992610216140747,0.0046419380232691765,1.0,4.7006335080368444e-05
13,0.999076247215271,0.005576491821557283,1.0,8.160256402334198e-05
14,0.9985220432281494,0.01080761756747961,0.9999076128005981,0.0014205067418515682
15,0.9994149804115295,0.004906981717795134,0.9998152852058411,0.00031480941106565297
16,0.9989222884178162,0.008909056894481182,0.9998152852058411,0.00034912736737169325
17,0.9983372688293457,0.014860592782497406,0.9997228980064392,0.003950636833906174
18,0.9982449412345886,0.023699570447206497,0.9997228980064392,0.002101228339597583
19,0.9972288012504578,0.030368084087967873,0.998799204826355,0.006358756218105555
20,0.9950118660926819,0.06658490002155304,0.9998152852058411,0.0010626541916280985
21,0.9975367188453674,0.030130956321954727,1.0,5.3114545153221115e-05
22,0.9985527992248535,0.02660963498055935,1.0,2.3929078452056274e-05
23,0.9983988404273987,0.021482253447175026,0.9993534088134766,0.00152156176045537
24,0.9984296560287476,0.01700598932802677,0.9995381236076355,0.0013242955319583416
25,0.9993534088134766,0.01025073416531086,0.9998152852058411,0.0009305805433541536
26,0.9985836148262024,0.03233487159013748,0.9986144304275513,0.005845814477652311
27,0.9959971904754639,0.1178239956498146,0.9996305108070374,0.0019591553136706352
28,0.995966374874115,0.09063596278429031,1.0,4.474312845559325e-06
29,0.9978138208389282,0.029239151626825333,0.9997228980064392,0.0005393108585849404
30,0.9983065128326416,0.030082400888204575,1.0,3.078255758737214e-05
31,0.9987683296203613,0.02089451439678669,1.0,3.5904445212509017e-06
32,0.9993841648101807,0.010325992479920387,1.0,6.066660489523201e-07
33,0.9978753924369812,0.04292534291744232,0.9999076128005981,0.00012086936476407573
34,0.9980601668357849,0.05293296277523041,0.9999076128005981,0.00010737293632701039
35,0.999014675617218,0.029674263671040535,1.0,5.736678303946974e-06
36,0.9991070628166199,0.03201557695865631,0.9999076128005981,0.0018305794801563025
37,0.9987375736236572,0.05227024853229523,0.9993534088134766,0.11706246435642242
38,0.9975367188453674,0.037786759436130524,1.0,1.1251208889007103e-05
39,0.9996613264083862,0.005258187185972929,1.0,1.586293183208909e-05
40,0.9998460412025452,0.008368234150111675,1.0,1.817711790863541e-06
41,0.9996613264083862,0.005249409936368465,1.0,1.3732877960137557e-05
42,0.9993841648101807,0.021120989695191383,0.9999076128005981,0.00032800401095300913
43,0.9995689392089844,0.008548812009394169,0.9999076128005981,0.0008447969448752701
44,0.9997228980064392,0.004093649331480265,1.0,7.095510682120221e-06
45,0.9999076128005981,0.00016565353143960238,1.0,2.4109553464768396e-07
46,0.999876856803894,0.00031836467678658664,1.0,6.921738417986489e-07
47,0.9998460412025452,0.0020527809392660856,1.0,4.382499696475861e-09
48,0.9999076128005981,0.004362147767096758,1.0,1.3323762093619962e-09
49,0.9999691843986511,0.00022832636022940278,1.0,9.249556676138582e-10
50,0.9999691843986511,0.00042155588744208217,1.0,4.7085869425700366e-08
51,0.999876856803894,0.007040603552013636,1.0,1.3499503737079976e-08
52,0.9997844696044922,0.0009554549469612539,1.0,2.4509546392437187e-08
53,0.999938428401947,0.002595652127638459,1.0,9.282441482127979e-09
54,0.9997536540031433,0.0018540520686656237,1.0,2.05247602025338e-06
55,0.9998460412025452,0.001910518854856491,1.0,1.4091925777393044e-06
56,0.999938428401947,0.00029935239581391215,1.0,3.1213659212880884e-07
57,0.999876856803894,0.004143685568124056,1.0,2.2596101700855797e-07
58,0.9998460412025452,0.0024033826775848866,1.0,7.02483566783485e-06
59,0.9999076128005981,0.0006172385183162987,1.0,4.888543614356422e-08
60,1.0,1.532669921289198e-05,1.0,4.862062752408747e-08
61,0.999938428401947,0.0003961797629017383,1.0,2.009028867178131e-05
62,0.999938428401947,0.00028590922011062503,1.0,3.2283711703939844e-08
63,0.999938428401947,0.00014141022984404117,1.0,2.0464071326387057e-07
64,0.9999691843986511,0.004555025137960911,1.0,5.5119134145797943e-08
65,1.0,5.857113137608394e-06,0.9999076128005981,0.005553021561354399
66,0.9999076128005981,0.0017126656603068113,0.9999076128005981,0.0029094351921230555
67,0.9996920824050903,0.007847235538065434,1.0,1.7260684899156331e-06
68,0.9999076128005981,0.000770057609770447,1.0,2.687347375740501e-07
69,0.999876856803894,0.0018074040999636054,1.0,6.446475708798971e-08
70,0.9999691843986511,8.216020069085062e-05,1.0,6.585318601537438e-08
71,1.0,2.048866736004129e-05,1.0,5.49758567558456e-08
72,0.999938428401947,0.0008304672664962709,1.0,6.174545319481695e-08
73,0.9999691843986511,0.001451742253266275,1.0,6.29012930630779e-08
74,0.9999691843986511,0.0004581838729791343,1.0,6.907787764021123e-08
75,1.0,1.420893931936007e-05,1.0,5.967591221178736e-08
76,0.999938428401947,0.0006756128859706223,1.0,2.0967154057416337e-07
77,0.9999691843986511,5.703796341549605e-05,1.0,1.4427700989472214e-07
78,0.999938428401947,0.0007454000879079103,1.0,1.2246059100107232e-07
79,0.9999691843986511,0.0001283202727790922,1.0,8.461228162559564e-08
80,1.0,5.9679541664081626e-06,1.0,8.424897401937415e-08
81,1.0,2.2779997379984707e-05,1.0,6.268210483995063e-08
82,0.999938428401947,0.0013425233773887157,1.0,6.208779268490616e-08
83,0.9999076128005981,0.003115403698757291,1.0,6.47182645252542e-08
84,0.999938428401947,0.005966451950371265,1.0,6.001775432196155e-08
85,0.9999076128005981,0.002397217322140932,1.0,7.407634683431752e-08
86,0.9999691843986511,2.376059455855284e-05,1.0,8.095714321143532e-08
87,1.0,1.032071486406494e-05,1.0,7.434075399714857e-08
88,1.0,1.4321898333946592e-06,1.0,7.352606701260811e-08
89,0.999938428401947,7.694501982768998e-05,1.0,7.56174429739076e-08
90,0.9999076128005981,0.005634849891066551,1.0,9.988055182930111e-08
91,1.0,4.961598733643768e-06,1.0,9.367170861196428e-08
92,1.0,4.0972663555294275e-06,1.0,9.224056896073307e-08
93,0.9999691843986511,0.00019556247571017593,1.0,7.254548961554974e-08
94,1.0,7.222293447739503e-07,1.0,7.082810071779022e-08
95,0.999938428401947,0.002502060029655695,1.0,6.417814546466616e-08
96,1.0,3.093983650614973e-06,1.0,6.522387963059373e-08
97,0.9999691843986511,0.0002066802408080548,1.0,7.949229541281966e-08
98,1.0,1.6963323332674918e-06,1.0,7.712534966231033e-08
99,1.0,2.961824975500349e-05,1.0,7.758764297705056e-08
100,0.9999076128005981,0.001159310806542635,1.0,8.80695623095562e-08
101,1.0,1.3814003068546299e-05,1.0,7.53308739831482e-08
102,1.0,2.9492507565009873e-06,1.0,7.397664347763566e-08
103,0.9999076128005981,0.002137924311682582,1.0,6.49267235530715e-08
104,0.999938428401947,0.004887477029114962,1.0,6.722812173620696e-08
105,1.0,6.10224333286169e-06,1.0,7.239164290240296e-08
106,0.9999691843986511,0.024797437712550163,1.0,6.336406954687845e-08
107,0.999938428401947,0.0017813415033742785,1.0,6.199922353289367e-08
108,1.0,4.3200984691793565e-06,1.0,6.237359428951095e-08
109,0.999938428401947,0.006468696054071188,1.0,5.7529085495389154e-08
110,1.0,2.3308652089326642e-05,1.0,5.098921818103008e-08
111,0.9999076128005981,0.000547415460459888,1.0,5.1847997895038134e-08
112,0.999938428401947,0.002109031192958355,1.0,5.3576485470330226e-08
113,0.999876856803894,0.005658822134137154,1.0,4.835793632196328e-08
114,0.999938428401947,0.0003456520498730242,1.0,5.4116075176580125e-08
115,1.0,1.3403820048552006e-05,1.0,5.190319640746566e-08
116,0.9999691843986511,0.0002308090915903449,1.0,5.1407777590384285e-08
117,0.9999691843986511,0.00011628214997472242,1.0,4.732304503818341e-08
118,1.0,8.405333460359543e-07,1.0,4.731203162577913e-08
119,0.9999691843986511,0.000332271825755015,1.0,4.665144004434296e-08
120,1.0,3.4530773973528994e-06,1.0,4.645326612262579e-08
121,1.0,4.847737727686763e-06,1.0,4.595783664740338e-08
122,0.999938428401947,0.00040840767906047404,1.0,4.559451483032717e-08
123,0.9999691843986511,4.419535616762005e-05,1.0,4.648632767612071e-08
124,0.9999691843986511,0.0005411676247604191,1.0,4.500001793417141e-08
125,1.0,1.514093946752837e-05,1.0,4.5385366576056185e-08
126,0.999938428401947,0.003698870772495866,1.0,4.611203863191804e-08
127,0.999876856803894,0.005187561735510826,1.0,4.462575375896449e-08
128,0.999938428401947,0.0008422901737503707,1.0,4.385506002790862e-08
129,1.0,1.153106404672144e-05,1.0,4.307337064801686e-08
130,0.9999691843986511,2.7193420464755036e-05,1.0,4.3811031247287247e-08
131,0.9999691843986511,0.0004344026674516499,1.0,4.386608765116762e-08
132,1.0,1.148949650087161e-05,1.0,4.371195672092654e-08
133,0.999938428401947,0.0008976480457931757,1.0,4.318344792864082e-08
134,1.0,1.22686205941136e-05,1.0,4.270999909294915e-08
135,1.0,8.53549954626942e-06,1.0,4.2743028672020955e-08
136,1.0,2.212158688053023e-05,1.0,4.207141657275315e-08
137,0.999938428401947,0.0014905222924426198,1.0,4.2313647696801127e-08
